Hourly measurement data supplied by UK-air on 12/04/2020,,,,,
All Data GMT hour ending,,,,,
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect,,,,,
,,Cardiff Centre,,Cardiff Newport Road,
Date,Time,Nitrogen dioxide,Status,Nitrogen dioxide,Status
08/05/2019,23:00:00,11.67388,V ugm-3,11.06869,V ugm-3
08/05/2019,24:00:00,11.62023,V ugm-3,14.24504,V ugm-3
09/05/2019,01:00:00,10.78467,V ugm-3,13.32234,V ugm-3
09/05/2019,02:00:00,29.53052,V ugm-3,16.29202,V ugm-3
09/05/2019,03:00:00,26.74906,V ugm-3,20.48664,V ugm-3
09/05/2019,04:00:00,19.46963,V ugm-3,41.5244,V ugm-3
09/05/2019,05:00:00,18.98185,V ugm-3,44.01172,V ugm-3
09/05/2019,06:00:00,37.71944,V ugm-3,41.26713,V ugm-3
09/05/2019,07:00:00,36.16024,V ugm-3,38.28722,V ugm-3
09/05/2019,08:00:00,32.44737,V ugm-3,44.89304,V ugm-3
09/05/2019,09:00:00,26.60945,V ugm-3,20.01947,V ugm-3
09/05/2019,10:00:00,26.92261,V ugm-3,21.55491,V ugm-3
09/05/2019,11:00:00,20.47293,V ugm-3,24.95095,V ugm-3
09/05/2019,12:00:00,19.63681,V ugm-3,28.96181,V ugm-3
09/05/2019,13:00:00,18.11867,V ugm-3,34.15899,V ugm-3
09/05/2019,14:00:00,21.07194,V ugm-3,23.04762,V ugm-3
09/05/2019,15:00:00,24.22416,V ugm-3,19.08619,V ugm-3
09/05/2019,16:00:00,19.91655,V ugm-3,17.1686,V ugm-3
09/05/2019,17:00:00,17.92444,V ugm-3,12.91083,V ugm-3
09/05/2019,18:00:00,18.22071,V ugm-3,13.04155,V ugm-3
09/05/2019,19:00:00,15.94297,V ugm-3,13.78682,V ugm-3
09/05/2019,20:00:00,16.35307,V ugm-3,13.41037,V ugm-3
09/05/2019,21:00:00,19.03876,V ugm-3,14.62095,V ugm-3
09/05/2019,22:00:00,20.51487,V ugm-3,34.90966,V ugm-3
09/05/2019,23:00:00,33.81465,V ugm-3,48.60346,V ugm-3
09/05/2019,24:00:00,23.36599,V ugm-3,49.59596,V ugm-3
10/05/2019,01:00:00,23.4538,V ugm-3,41.78114,V ugm-3
10/05/2019,02:00:00,34.78543,V ugm-3,44.21979,V ugm-3
10/05/2019,03:00:00,38.00535,V ugm-3,32.75024,V ugm-3
10/05/2019,04:00:00,41.38616,V ugm-3,35.11902,V ugm-3
10/05/2019,05:00:00,39.67374,V ugm-3,34.55316,V ugm-3
10/05/2019,06:00:00,39.02808,V ugm-3,47.7014,V ugm-3
10/05/2019,07:00:00,41.65904,V ugm-3,64.7427,V ugm-3
10/05/2019,08:00:00,36.55028,V ugm-3,40.69564,V ugm-3
10/05/2019,09:00:00,33.66313,V ugm-3,32.71598,V ugm-3
10/05/2019,10:00:00,21.24673,V ugm-3,30.6799,V ugm-3
10/05/2019,11:00:00,16.31946,V ugm-3,13.51715,V ugm-3
10/05/2019,12:00:00,16.2495,V ugm-3,14.21504,V ugm-3
10/05/2019,13:00:00,11.2082,V ugm-3,29.67899,V ugm-3
10/05/2019,14:00:00,12.80292,V ugm-3,23.91946,V ugm-3
10/05/2019,15:00:00,13.81117,V ugm-3,9.87923,V ugm-3
10/05/2019,16:00:00,11.55147,V ugm-3,15.32215,V ugm-3
10/05/2019,17:00:00,15.7072,V ugm-3,12.02066,V ugm-3
10/05/2019,18:00:00,15.77608,V ugm-3,14.7293,V ugm-3
10/05/2019,19:00:00,18.61149,V ugm-3,12.03405,V ugm-3
10/05/2019,20:00:00,16.0462,V ugm-3,12.4879,V ugm-3
10/05/2019,21:00:00,12.92024,V ugm-3,19.25457,V ugm-3
10/05/2019,22:00:00,17.5247,V ugm-3,35.81441,V ugm-3
10/05/2019,23:00:00,20.11156,V ugm-3,41.96727,V ugm-3
10/05/2019,24:00:00,16.49385,V ugm-3,53.08117,V ugm-3
11/05/2019,01:00:00,15.57795,V ugm-3,38.99126,V ugm-3
11/05/2019,02:00:00,38.07221,V ugm-3,37.77677,V ugm-3
11/05/2019,03:00:00,35.88629,V ugm-3,34.58068,V ugm-3
11/05/2019,04:00:00,28.331,V ugm-3,22.19117,V ugm-3
11/05/2019,05:00:00,19.9996,V ugm-3,29.0243,V ugm-3
11/05/2019,06:00:00,37.76691,V ugm-3,22.5722,V ugm-3
11/05/2019,07:00:00,28.43138,V ugm-3,21.91786,V ugm-3
11/05/2019,08:00:00,45.85836,V ugm-3,20.63476,V ugm-3
11/05/2019,09:00:00,33.54207,V ugm-3,39.33416,V ugm-3
11/05/2019,10:00:00,17.21295,V ugm-3,38.58887,V ugm-3
11/05/2019,11:00:00,21.92007,V ugm-3,41.55972,V ugm-3
11/05/2019,12:00:00,17.91819,V ugm-3,27.64272,V ugm-3
11/05/2019,13:00:00,13.19798,V ugm-3,30.64886,V ugm-3
11/05/2019,14:00:00,20.27842,V ugm-3,27.9077,V ugm-3
11/05/2019,15:00:00,10.91543,V ugm-3,10.69043,V ugm-3
11/05/2019,16:00:00,11.63766,V ugm-3,45.36067,V ugm-3
11/05/2019,17:00:00,22.14605,V ugm-3,32.86297,V ugm-3
11/05/2019,18:00:00,16.69924,V ugm-3,35.13447,V ugm-3
11/05/2019,19:00:00,20.42955,V ugm-3,27.30149,V ugm-3
11/05/2019,20:00:00,11.84074,V ugm-3,29.90427,V ugm-3
11/05/2019,21:00:00,12.73334,V ugm-3,36.80323,V ugm-3
11/05/2019,22:00:00,24.09135,V ugm-3,40.75993,V ugm-3
11/05/2019,23:00:00,32.19306,V ugm-3,45.44733,V ugm-3
11/05/2019,24:00:00,40.63376,V ugm-3,41.2849,V ugm-3
12/05/2019,01:00:00,37.92377,V ugm-3,36.80288,V ugm-3
12/05/2019,02:00:00,54.00772,V ugm-3,49.09721,V ugm-3
12/05/2019,03:00:00,41.94177,V ugm-3,53.78699,V ugm-3
12/05/2019,04:00:00,40.68753,V ugm-3,39.17525,V ugm-3
12/05/2019,05:00:00,32.65471,V ugm-3,35.68097,V ugm-3
12/05/2019,06:00:00,15.64028,V ugm-3,25.25341,V ugm-3
12/05/2019,07:00:00,21.94746,V ugm-3,17.47649,V ugm-3
12/05/2019,08:00:00,21.43962,V ugm-3,14.64293,V ugm-3
12/05/2019,09:00:00,10.8532,V ugm-3,19.97126,V ugm-3
12/05/2019,10:00:00,10.06815,V ugm-3,27.31858,V ugm-3
12/05/2019,11:00:00,15.77629,V ugm-3,27.12628,V ugm-3
12/05/2019,12:00:00,13.37809,V ugm-3,26.24869,V ugm-3
12/05/2019,13:00:00,24.08221,V ugm-3,28.70739,V ugm-3
12/05/2019,14:00:00,16.9294,V ugm-3,34.09599,V ugm-3
12/05/2019,15:00:00,19.70705,V ugm-3,32.50439,V ugm-3
12/05/2019,16:00:00,16.30907,V ugm-3,31.31985,V ugm-3
12/05/2019,17:00:00,14.01246,V ugm-3,38.53293,V ugm-3
12/05/2019,18:00:00,5.59296,V ugm-3,39.9406,V ugm-3
12/05/2019,19:00:00,4.98951,V ugm-3,39.33986,V ugm-3
12/05/2019,20:00:00,6.36712,V ugm-3,57.66165,V ugm-3
12/05/2019,21:00:00,14.17684,V ugm-3,64.32561,V ugm-3
12/05/2019,22:00:00,23.34983,V ugm-3,39.27011,V ugm-3
12/05/2019,23:00:00,13.29257,V ugm-3,17.094,V ugm-3
12/05/2019,24:00:00,8.00788,V ugm-3,10.78585,V ugm-3
13/05/2019,01:00:00,6.36322,V ugm-3,9.20602,V ugm-3
13/05/2019,02:00:00,9.80294,V ugm-3,10.20325,V ugm-3
13/05/2019,03:00:00,14.55908,V ugm-3,21.43908,V ugm-3
13/05/2019,04:00:00,13.22987,V ugm-3,37.97521,V ugm-3
13/05/2019,05:00:00,23.32472,V ugm-3,58.12995,V ugm-3
13/05/2019,06:00:00,35.27156,V ugm-3,62.98106,V ugm-3
13/05/2019,07:00:00,36.17038,V ugm-3,62.75948,V ugm-3
13/05/2019,08:00:00,22.36628,V ugm-3,59.11289,V ugm-3
13/05/2019,09:00:00,24.42769,V ugm-3,59.24709,V ugm-3
13/05/2019,10:00:00,20.24147,V ugm-3,54.87426,V ugm-3
13/05/2019,11:00:00,16.3373,V ugm-3,47.40394,V ugm-3
13/05/2019,12:00:00,18.57985,V ugm-3,49.82305,V ugm-3
13/05/2019,13:00:00,10.63032,V ugm-3,48.22666,V ugm-3
13/05/2019,14:00:00,14.3325,V ugm-3,44.92269,V ugm-3
13/05/2019,15:00:00,7.60783,V ugm-3,43.67066,V ugm-3
13/05/2019,16:00:00,22.43259,V ugm-3,46.42428,V ugm-3
13/05/2019,17:00:00,9.83995,V ugm-3,51.22571,V ugm-3
13/05/2019,18:00:00,12.80991,V ugm-3,50.1493,V ugm-3
13/05/2019,19:00:00,14.31128,V ugm-3,57.77795,V ugm-3
13/05/2019,20:00:00,14.42717,V ugm-3,53.65035,V ugm-3
13/05/2019,21:00:00,12.94928,V ugm-3,47.37049,V ugm-3
13/05/2019,22:00:00,13.44117,V ugm-3,49.05966,V ugm-3
13/05/2019,23:00:00,19.54838,V ugm-3,46.12511,V ugm-3
13/05/2019,24:00:00,15.73961,V ugm-3,37.72222,V ugm-3
14/05/2019,01:00:00,15.07218,V ugm-3,48.05459,V ugm-3
14/05/2019,02:00:00,25.43947,V ugm-3,25.83859,V ugm-3
14/05/2019,03:00:00,26.9137,V ugm-3,26.36387,V ugm-3
14/05/2019,04:00:00,20.57678,V ugm-3,36.145,V ugm-3
14/05/2019,05:00:00,16.9759,V ugm-3,50.27485,V ugm-3
14/05/2019,06:00:00,24.6633,V ugm-3,42.91499,V ugm-3
14/05/2019,07:00:00,30.079,V ugm-3,55.39621,V ugm-3
14/05/2019,08:00:00,24.14553,V ugm-3,59.97703,V ugm-3
14/05/2019,09:00:00,23.6968,V ugm-3,52.63111,V ugm-3
14/05/2019,10:00:00,18.77261,V ugm-3,48.19189,V ugm-3
14/05/2019,11:00:00,21.5356,V ugm-3,44.91794,V ugm-3
14/05/2019,12:00:00,15.1921,V ugm-3,40.89352,V ugm-3
14/05/2019,13:00:00,11.21154,V ugm-3,43.7706,V ugm-3
14/05/2019,14:00:00,21.19874,V ugm-3,46.10614,V ugm-3
14/05/2019,15:00:00,15.9159,V ugm-3,45.84987,V ugm-3
14/05/2019,16:00:00,17.58107,V ugm-3,46.11012,V ugm-3
14/05/2019,17:00:00,18.63971,V ugm-3,57.69212,V ugm-3
14/05/2019,18:00:00,17.11898,V ugm-3,44.03522,V ugm-3
14/05/2019,19:00:00,13.89369,V ugm-3,49.11857,V ugm-3
14/05/2019,20:00:00,11.30753,V ugm-3,44.33965,V ugm-3
14/05/2019,21:00:00,12.74381,V ugm-3,46.65183,V ugm-3
14/05/2019,22:00:00,15.89144,V ugm-3,58.72533,V ugm-3
14/05/2019,23:00:00,15.82828,V ugm-3,52.4327,V ugm-3
14/05/2019,24:00:00,12.90161,V ugm-3,30.0997,V ugm-3
15/05/2019,01:00:00,13.6272,V ugm-3,31.73783,V ugm-3
15/05/2019,02:00:00,24.88745,V ugm-3,35.9719,V ugm-3
15/05/2019,03:00:00,29.50609,V ugm-3,30.67461,V ugm-3
15/05/2019,04:00:00,15.85969,V ugm-3,28.86319,V ugm-3
15/05/2019,05:00:00,16.89988,V ugm-3,36.63541,V ugm-3
15/05/2019,06:00:00,23.56366,V ugm-3,48.28649,V ugm-3
15/05/2019,07:00:00,20.54297,V ugm-3,53.69699,V ugm-3
15/05/2019,08:00:00,25.86274,V ugm-3,57.49915,V ugm-3
15/05/2019,09:00:00,23.1611,V ugm-3,62.21813,V ugm-3
15/05/2019,10:00:00,21.45906,V ugm-3,59.7173,V ugm-3
15/05/2019,11:00:00,19.74965,V ugm-3,59.75691,V ugm-3
15/05/2019,12:00:00,19.08028,V ugm-3,58.18546,V ugm-3
15/05/2019,13:00:00,14.49196,V ugm-3,73.94399,V ugm-3
15/05/2019,14:00:00,28.98608,V ugm-3,88.15328,V ugm-3
15/05/2019,15:00:00,35.04855,V ugm-3,92.10557,V ugm-3
15/05/2019,16:00:00,42.9758,V ugm-3,64.69751,V ugm-3
15/05/2019,17:00:00,10.81989,V ugm-3,64.97536,V ugm-3
15/05/2019,18:00:00,12.15358,V ugm-3,75.73145,V ugm-3
15/05/2019,19:00:00,13.1011,V ugm-3,62.3843,V ugm-3
15/05/2019,20:00:00,20.68045,V ugm-3,69.38596,V ugm-3
15/05/2019,21:00:00,29.70531,V ugm-3,55.16005,V ugm-3
15/05/2019,22:00:00,25.71796,V ugm-3,49.62685,V ugm-3
15/05/2019,23:00:00,18.40611,V ugm-3,48.39894,V ugm-3
15/05/2019,24:00:00,17.50476,V ugm-3,41.07518,V ugm-3
16/05/2019,01:00:00,20.51861,V ugm-3,77.4716,V ugm-3
16/05/2019,02:00:00,30.03894,V ugm-3,52.52761,V ugm-3
16/05/2019,03:00:00,30.99612,V ugm-3,40.55045,V ugm-3
16/05/2019,04:00:00,23.35939,V ugm-3,27.6756,V ugm-3
16/05/2019,05:00:00,24.07524,V ugm-3,35.42337,V ugm-3
16/05/2019,06:00:00,28.20991,V ugm-3,44.91438,V ugm-3
16/05/2019,07:00:00,29.87468,V ugm-3,56.22343,V ugm-3
16/05/2019,08:00:00,28.55891,V ugm-3,59.73855,V ugm-3
16/05/2019,09:00:00,32.64395,V ugm-3,46.18503,V ugm-3
16/05/2019,10:00:00,23.00528,V ugm-3,49.76631,V ugm-3
16/05/2019,11:00:00,36.6585,V ugm-3,49.40532,V ugm-3
16/05/2019,12:00:00,29.55234,V ugm-3,50.28578,V ugm-3
16/05/2019,13:00:00,23.97831,V ugm-3,60.58495,V ugm-3
16/05/2019,14:00:00,46.85975,V ugm-3,55.10274,V ugm-3
16/05/2019,15:00:00,47.67694,V ugm-3,61.69594,V ugm-3
16/05/2019,16:00:00,29.04612,V ugm-3,64.44132,V ugm-3
16/05/2019,17:00:00,19.69801,V ugm-3,72.04767,V ugm-3
16/05/2019,18:00:00,22.73118,V ugm-3,70.56981,V ugm-3
16/05/2019,19:00:00,19.48444,V ugm-3,52.28151,V ugm-3
16/05/2019,20:00:00,22.41952,V ugm-3,45.01247,V ugm-3
16/05/2019,21:00:00,19.99136,V ugm-3,42.37124,V ugm-3
16/05/2019,22:00:00,19.26622,V ugm-3,38.89233,V ugm-3
16/05/2019,23:00:00,13.61195,V ugm-3,29.59699,V ugm-3
16/05/2019,24:00:00,9.79822,V ugm-3,16.26981,V ugm-3
17/05/2019,01:00:00,8.35305,V ugm-3,15.22276,V ugm-3
17/05/2019,02:00:00,27.21974,V ugm-3,15.54287,V ugm-3
17/05/2019,03:00:00,14.70163,V ugm-3,12.12456,V ugm-3
17/05/2019,04:00:00,10.36808,V ugm-3,12.59604,V ugm-3
17/05/2019,05:00:00,11.57881,V ugm-3,21.45627,V ugm-3
17/05/2019,06:00:00,14.46433,V ugm-3,30.93945,V ugm-3
17/05/2019,07:00:00,20.22363,V ugm-3,41.26044,V ugm-3
17/05/2019,08:00:00,45.5053,V ugm-3,55.24835,V ugm-3
17/05/2019,09:00:00,64.65681,V ugm-3,46.18383,V ugm-3
17/05/2019,10:00:00,29.2319,V ugm-3,45.02251,V ugm-3
17/05/2019,11:00:00,101.36908,V ugm-3,42.18685,V ugm-3
17/05/2019,12:00:00,49.2568,V ugm-3,42.91359,V ugm-3
17/05/2019,13:00:00,32.32773,V ugm-3,52.22823,V ugm-3
17/05/2019,14:00:00,44.42621,V ugm-3,47.30943,V ugm-3
17/05/2019,15:00:00,29.57782,V ugm-3,38.57409,V ugm-3
17/05/2019,16:00:00,24.24516,V ugm-3,50.14015,V ugm-3
17/05/2019,17:00:00,23.22758,V ugm-3,62.69412,V ugm-3
17/05/2019,18:00:00,25.66195,V ugm-3,62.49637,V ugm-3
17/05/2019,19:00:00,28.34302,V ugm-3,76.71191,V ugm-3
17/05/2019,20:00:00,30.07332,V ugm-3,49.4005,V ugm-3
17/05/2019,21:00:00,25.92859,V ugm-3,46.48386,V ugm-3
17/05/2019,22:00:00,27.03182,V ugm-3,69.59432,V ugm-3
17/05/2019,23:00:00,29.64329,V ugm-3,62.65927,V ugm-3
17/05/2019,24:00:00,29.69176,V ugm-3,64.42571,V ugm-3
18/05/2019,01:00:00,18.12595,V ugm-3,58.78253,V ugm-3
18/05/2019,02:00:00,28.79556,V ugm-3,41.15911,V ugm-3
18/05/2019,03:00:00,22.92523,V ugm-3,41.9619,V ugm-3
18/05/2019,04:00:00,19.48254,V ugm-3,42.66984,V ugm-3
18/05/2019,05:00:00,18.48167,V ugm-3,50.8381,V ugm-3
18/05/2019,06:00:00,31.79122,V ugm-3,50.18914,V ugm-3
18/05/2019,07:00:00,30.36489,V ugm-3,57.67395,V ugm-3
18/05/2019,08:00:00,32.79722,V ugm-3,43.2022,V ugm-3
18/05/2019,09:00:00,31.08262,V ugm-3,46.38791,V ugm-3
18/05/2019,10:00:00,15.98999,V ugm-3,38.72951,V ugm-3
18/05/2019,11:00:00,28.35584,V ugm-3,35.52288,V ugm-3
18/05/2019,12:00:00,31.60717,V ugm-3,35.28704,V ugm-3
18/05/2019,13:00:00,23.28915,V ugm-3,42.54325,V ugm-3
18/05/2019,14:00:00,34.3678,V ugm-3,37.59488,V ugm-3
18/05/2019,15:00:00,28.05783,V ugm-3,40.27137,V ugm-3
18/05/2019,16:00:00,31.68438,V ugm-3,54.72818,V ugm-3
18/05/2019,17:00:00,29.37433,V ugm-3,22.46713,V ugm-3
18/05/2019,18:00:00,23.84794,V ugm-3,50.13509,V ugm-3
18/05/2019,19:00:00,31.12611,V ugm-3,37.85848,V ugm-3
18/05/2019,20:00:00,25.31263,V ugm-3,52.32685,V ugm-3
18/05/2019,21:00:00,26.38573,V ugm-3,59.92174,V ugm-3
18/05/2019,22:00:00,28.86416,V ugm-3,52.11404,V ugm-3
18/05/2019,23:00:00,30.79961,V ugm-3,53.07665,V ugm-3
18/05/2019,24:00:00,25.68406,V ugm-3,30.83831,V ugm-3
19/05/2019,01:00:00,28.80201,V ugm-3,35.64563,V ugm-3
19/05/2019,02:00:00,42.28517,V ugm-3,34.93469,V ugm-3
19/05/2019,03:00:00,25.24086,V ugm-3,27.18304,V ugm-3
19/05/2019,04:00:00,20.06608,V ugm-3,26.35545,V ugm-3
19/05/2019,05:00:00,15.72431,V ugm-3,31.19418,V ugm-3
19/05/2019,06:00:00,24.48982,V ugm-3,37.67999,V ugm-3
19/05/2019,07:00:00,27.51803,V ugm-3,40.68672,V ugm-3
19/05/2019,08:00:00,36.96525,V ugm-3,41.66444,V ugm-3
19/05/2019,09:00:00,31.15245,V ugm-3,29.32081,V ugm-3
19/05/2019,10:00:00,21.44253,V ugm-3,28.20034,V ugm-3
19/05/2019,11:00:00,44.03094,V ugm-3,18.86505,V ugm-3
19/05/2019,12:00:00,36.44673,V ugm-3,13.49707,V ugm-3
19/05/2019,13:00:00,21.31313,V ugm-3,18.22554,V ugm-3
19/05/2019,14:00:00,31.75833,V ugm-3,26.99795,V ugm-3
19/05/2019,15:00:00,31.45224,V ugm-3,16.6968,V ugm-3
19/05/2019,16:00:00,21.44584,V ugm-3,19.23046,V ugm-3
19/05/2019,17:00:00,9.62239,V ugm-3,25.85357,V ugm-3
19/05/2019,18:00:00,14.65651,V ugm-3,26.72631,V ugm-3
19/05/2019,19:00:00,16.10937,V ugm-3,26.59065,V ugm-3
19/05/2019,20:00:00,18.55632,V ugm-3,35.70079,V ugm-3
19/05/2019,21:00:00,30.59924,V ugm-3,38.13408,V ugm-3
19/05/2019,22:00:00,38.30085,V ugm-3,32.51063,V ugm-3
19/05/2019,23:00:00,29.56792,V ugm-3,32.89121,V ugm-3
19/05/2019,24:00:00,12.55573,V ugm-3,23.06393,V ugm-3
20/05/2019,01:00:00,18.99272,V ugm-3,32.33263,V ugm-3
20/05/2019,02:00:00,22.86048,V ugm-3,21.56577,V ugm-3
20/05/2019,03:00:00,21.26131,V ugm-3,18.47755,V ugm-3
20/05/2019,04:00:00,20.34931,V ugm-3,27.01402,V ugm-3
20/05/2019,05:00:00,27.82078,V ugm-3,41.28162,V ugm-3
20/05/2019,06:00:00,26.35458,V ugm-3,53.92595,V ugm-3
20/05/2019,07:00:00,33.27596,V ugm-3,59.12161,V ugm-3
20/05/2019,08:00:00,32.34629,V ugm-3,59.86449,V ugm-3
20/05/2019,09:00:00,26.6963,V ugm-3,52.97971,V ugm-3
20/05/2019,10:00:00,17.81946,V ugm-3,34.93957,V ugm-3
20/05/2019,11:00:00,21.08639,V ugm-3,38.16893,V ugm-3
20/05/2019,12:00:00,19.03468,V ugm-3,30.67367,V ugm-3
20/05/2019,13:00:00,17.47512,V ugm-3,24.82411,V ugm-3
20/05/2019,14:00:00,40.08809,V ugm-3,50.65986,V ugm-3
20/05/2019,15:00:00,13.96431,V ugm-3,17.67801,V ugm-3
20/05/2019,16:00:00,18.11782,V ugm-3,11.1016,V ugm-3
20/05/2019,17:00:00,15.01581,V ugm-3,36.61514,V ugm-3
20/05/2019,18:00:00,17.44728,V ugm-3,41.94467,V ugm-3
20/05/2019,19:00:00,24.73568,V ugm-3,23.56267,V ugm-3
20/05/2019,20:00:00,25.0789,V ugm-3,36.23073,V ugm-3
20/05/2019,21:00:00,21.75001,V ugm-3,45.71939,V ugm-3
20/05/2019,22:00:00,22.55044,V ugm-3,44.93529,V ugm-3
20/05/2019,23:00:00,32.48617,V ugm-3,47.1466,V ugm-3
20/05/2019,24:00:00,22.65472,V ugm-3,52.44336,V ugm-3
21/05/2019,01:00:00,19.69687,V ugm-3,37.92439,V ugm-3
21/05/2019,02:00:00,29.29602,V ugm-3,31.16526,V ugm-3
21/05/2019,03:00:00,25.59411,V ugm-3,37.83881,V ugm-3
21/05/2019,04:00:00,24.01608,V ugm-3,25.39711,V ugm-3
21/05/2019,05:00:00,18.77359,V ugm-3,41.30038,V ugm-3
21/05/2019,06:00:00,36.94822,V ugm-3,52.06454,V ugm-3
21/05/2019,07:00:00,38.7087,V ugm-3,50.56693,V ugm-3
21/05/2019,08:00:00,38.43301,V ugm-3,47.51714,V ugm-3
21/05/2019,09:00:00,36.91831,V ugm-3,58.69794,V ugm-3
21/05/2019,10:00:00,24.11181,V ugm-3,58.28361,V ugm-3
21/05/2019,11:00:00,19.17451,V ugm-3,21.4178,V ugm-3
21/05/2019,12:00:00,14.96481,V ugm-3,14.44621,V ugm-3
21/05/2019,13:00:00,18.88343,V ugm-3,12.19846,V ugm-3
21/05/2019,14:00:00,25.85434,V ugm-3,10.43062,V ugm-3
21/05/2019,15:00:00,29.15405,V ugm-3,12.30465,V ugm-3
21/05/2019,16:00:00,21.66676,V ugm-3,11.01721,V ugm-3
21/05/2019,17:00:00,21.19645,V ugm-3,12.35825,V ugm-3
21/05/2019,18:00:00,17.45651,V ugm-3,20.0926,V ugm-3
21/05/2019,19:00:00,7.8453,V ugm-3,19.07571,V ugm-3
21/05/2019,20:00:00,11.14688,V ugm-3,19.51664,V ugm-3
21/05/2019,21:00:00,14.22496,V ugm-3,24.69171,V ugm-3
21/05/2019,22:00:00,20.92389,V ugm-3,29.36671,V ugm-3
21/05/2019,23:00:00,24.10143,V ugm-3,27.3561,V ugm-3
21/05/2019,24:00:00,22.49455,V ugm-3,30.54337,V ugm-3
22/05/2019,01:00:00,19.21596,V ugm-3,24.01011,V ugm-3
22/05/2019,02:00:00,35.85162,V ugm-3,25.02142,V ugm-3
22/05/2019,03:00:00,30.17582,V ugm-3,20.53275,V ugm-3
22/05/2019,04:00:00,22.78579,V ugm-3,26.65885,V ugm-3
22/05/2019,05:00:00,24.71765,V ugm-3,31.1328,V ugm-3
22/05/2019,06:00:00,49.20417,V ugm-3,42.85807,V ugm-3
22/05/2019,07:00:00,54.53749,V ugm-3,50.27728,V ugm-3
22/05/2019,08:00:00,34.72716,V ugm-3,51.8368,V ugm-3
22/05/2019,09:00:00,29.01581,V ugm-3,43.12614,V ugm-3
22/05/2019,10:00:00,20.60447,V ugm-3,44.79999,V ugm-3
22/05/2019,11:00:00,20.25004,V ugm-3,20.83014,V ugm-3
22/05/2019,12:00:00,14.76534,V ugm-3,13.05071,V ugm-3
22/05/2019,13:00:00,15.27401,V ugm-3,6.91431,V ugm-3
22/05/2019,14:00:00,9.34643,V ugm-3,9.98804,V ugm-3
22/05/2019,15:00:00,17.31495,V ugm-3,13.92304,V ugm-3
22/05/2019,16:00:00,11.97063,V ugm-3,19.78492,V ugm-3
22/05/2019,17:00:00,10.31276,V ugm-3,20.35484,V ugm-3
22/05/2019,18:00:00,11.42339,V ugm-3,21.88065,V ugm-3
22/05/2019,19:00:00,15.78379,V ugm-3,12.2759,V ugm-3
22/05/2019,20:00:00,14.74155,V ugm-3,16.80842,V ugm-3
22/05/2019,21:00:00,15.9156,V ugm-3,20.34399,V ugm-3
22/05/2019,22:00:00,16.25637,V ugm-3,21.60297,V ugm-3
22/05/2019,23:00:00,14.46048,V ugm-3,19.21637,V ugm-3
22/05/2019,24:00:00,16.47899,V ugm-3,18.3126,V ugm-3
23/05/2019,01:00:00,18.19865,V ugm-3,20.48808,V ugm-3
23/05/2019,02:00:00,40.74073,V ugm-3,39.73489,V ugm-3
23/05/2019,03:00:00,39.20165,V ugm-3,32.3435,V ugm-3
23/05/2019,04:00:00,25.99987,V ugm-3,24.54706,V ugm-3
23/05/2019,05:00:00,23.63292,V ugm-3,25.2587,V ugm-3
23/05/2019,06:00:00,27.73593,V ugm-3,38.71124,V ugm-3
23/05/2019,07:00:00,36.64648,V ugm-3,56.59381,V ugm-3
23/05/2019,08:00:00,37.80449,V ugm-3,67.93158,V ugm-3
23/05/2019,09:00:00,40.13218,V ugm-3,65.65463,V ugm-3
23/05/2019,10:00:00,28.2566,V ugm-3,64.10389,V ugm-3
23/05/2019,11:00:00,18.799,V ugm-3,44.47487,V ugm-3
23/05/2019,12:00:00,15.79328,V ugm-3,36.36396,V ugm-3
23/05/2019,13:00:00,16.66758,V ugm-3,22.67946,V ugm-3
23/05/2019,14:00:00,10.48217,V ugm-3,15.19455,V ugm-3
23/05/2019,15:00:00,19.841,V ugm-3,15.18773,V ugm-3
23/05/2019,16:00:00,15.52807,V ugm-3,15.23487,V ugm-3
23/05/2019,17:00:00,29.16011,V ugm-3,11.24306,V ugm-3
23/05/2019,18:00:00,15.49965,V ugm-3,15.7944,V ugm-3
23/05/2019,19:00:00,15.85609,V ugm-3,13.20629,V ugm-3
23/05/2019,20:00:00,17.71601,V ugm-3,19.08436,V ugm-3
23/05/2019,21:00:00,10.73654,V ugm-3,19.48447,V ugm-3
23/05/2019,22:00:00,9.95802,V ugm-3,15.51634,V ugm-3
23/05/2019,23:00:00,9.51208,V ugm-3,18.017,V ugm-3
23/05/2019,24:00:00,11.91122,V ugm-3,13.77219,V ugm-3
24/05/2019,01:00:00,8.1994,V ugm-3,12.17368,V ugm-3
24/05/2019,02:00:00,24.73911,V ugm-3,9.26602,V ugm-3
24/05/2019,03:00:00,22.63913,V ugm-3,13.55483,V ugm-3
24/05/2019,04:00:00,22.6277,V ugm-3,8.38638,V ugm-3
24/05/2019,05:00:00,20.87316,V ugm-3,15.57214,V ugm-3
24/05/2019,06:00:00,50.64209,V ugm-3,23.39785,V ugm-3
24/05/2019,07:00:00,42.19149,V ugm-3,31.85131,V ugm-3
24/05/2019,08:00:00,34.21892,V ugm-3,23.48514,V ugm-3
24/05/2019,09:00:00,38.09772,V ugm-3,26.49176,V ugm-3
24/05/2019,10:00:00,25.89277,V ugm-3,19.59716,V ugm-3
24/05/2019,11:00:00,22.72003,V ugm-3,22.46917,V ugm-3
24/05/2019,12:00:00,46.08625,V ugm-3,20.93712,V ugm-3
